tconst	titleType	primaryTitle	originalTitle	isAdult	startYear	endYear	runtimeMinutes	genres
tt0096403	movie	Time of Violence	Vreme na nasilie	0	1988	\N	288	Drama
tt0096404	movie	Vroeger is dood	Vroeger is dood	0	1987	\N	90	Drama
tt0096405	movie	Vroom	Vroom	0	1990	\N	89	Drama,Romance
tt0096406	movie	El vuelo de la paloma	El vuelo de la paloma	0	1989	\N	88	Comedy
tt0096407	movie	Vy chyo, starichyo?	Vy chyo, starichyo?	0	1988	\N	99	Drama
tt0096408	movie	Die Wahrheit über die Schweizer Epidemie	Die Wahrheit über die Schweizer Epidemie	0	1988	\N	\N	\N
tt0096409	movie	Walker	Walker	0	1987	\N	94	Biography,Drama,History
tt0096410	movie	Walking After Midnight	Walking After Midnight	0	1988	\N	92	Documentary
tt0096411	movie	Waller's Last Trip	Wallers letzter Gang	0	1989	\N	95	Biography,Drama,War
tt0096412	tvMovie	A Waltz Through the Hills	A Waltz Through the Hills	0	1988	\N	122	Adventure,Drama,Family
tt0096413	short	Walz	Walz	0	1988	\N	14	Short
tt0096414	movie	On the Run	Mong ming yuen yeung	0	1988	\N	88	Crime,Thriller
tt0096415	movie	Waqt Ki Awaz	Waqt Ki Awaz	0	1988	\N	156	Action,Crime,Drama
tt0096416	movie	War Requiem	War Requiem	0	1989	\N	92	Drama,War
tt0096417	movie	Warbirds	Warbirds	0	1988	\N	88	Action
tt0096419	movie	Warlords	Warlords	0	1988	\N	87	Action,Sci-Fi
tt0096420	movie	Warm Nights on a Slow Moving Train	Warm Nights on a Slow Moving Train	0	1987	\N	91	Comedy,Drama,Thriller
tt0096421	movie	The Warrior and the Blind Swordsman	Si Buta Lawan Jaka Sembung	0	1983	\N	93	Action,Adventure,Fantasy
tt0096422	short	Was drin ist	Was drin ist	0	1988	\N	11	Documentary,Short
tt0096423	movie	Was geht mich der Frühling an	Was geht mich der Frühling an	0	1989	\N	85	Documentary
tt0096424	movie	The Wash	The Wash	0	1988	\N	94	Drama,Romance
tt0096425	movie	Watchers	Watchers	0	1988	\N	91	Action,Horror,Sci-Fi
tt0096426	movie	Waxwork	Waxwork	0	1988	\N	95	Comedy,Horror
tt0096427	movie	We Think the World of You	We Think the World of You	0	1988	\N	90	Comedy
tt0096428	video	Grandpa's Magical Toys	Grandpa's Magical Toys	0	1988	\N	57	Family,Musical
tt0096429	tvMovie	Weekend War	Weekend War	0	1988	\N	90	Action,Adventure,Comedy
tt0096430	tvMovie	Die Weihnachtsgans Auguste	Die Weihnachtsgans Auguste	0	1988	\N	135	Comedy,Family,Fantasy
tt0096431	tvMovie	Wenn du Geld hast	Wenn du Geld hast	0	1988	\N	110	Comedy
tt0096432	movie	Wer fürchtet sich vorm schwarzen Mann	Wer fürchtet sich vorm schwarzen Mann	0	1989	\N	52	Documentary
tt0096433	tvMovie	What Price Victory	What Price Victory	0	1988	\N	100	Drama
tt0096434	tvMovie	Where the Hell's That Gold?!!?	Where the Hell's That Gold?!!?	0	1988	\N	91	Drama,Western
tt0096435	tvMovie	Whisper Kill	A Whisper Kills	0	1988	\N	93	Drama,Thriller
tt0096436	movie	White Ghost	White Ghost	0	1988	\N	90	Action,Adventure,War
tt0096437	movie	Whiteforce	Whiteforce	0	1988	\N	90	Action,Drama
tt0096438	movie	Who Framed Roger Rabbit	Who Framed Roger Rabbit	0	1988	\N	104	Adventure,Animation,Comedy
tt0096439	tvMovie	Who Gets the Friends?	Who Gets the Friends?	0	1988	\N	120	Comedy
tt0096440	movie	Who Killed Vincent Chin?	Who Killed Vincent Chin?	0	1987	\N	82	Crime,Documentary
tt0096441	tvMovie	Wie kommt das Salz ins Meer?	Wie kommt das Salz ins Meer?	0	1988	\N	90	Drama
tt0096442	movie	Vienna Is Different: 50 Years After the Anschluss	Vienna Is Different: 50 Years After the Anschluss	0	1989	\N	75	Documentary,History,War
tt0096443	tvMovie	Wiener Walzer	Wiener Walzer	0	1988	\N	90	Thriller
tt0096444	tvMovie	Wieviel Liebe braucht der Mensch	Wieviel Liebe braucht der Mensch	0	1988	\N	60	Drama
tt0096445	movie	Wildfire	Wildfire	0	1988	\N	94	Drama
tt0096446	movie	Willow	Willow	0	1988	\N	126	Action,Adventure,Drama
tt0096447	tvMiniSeries	Windmills of the Gods	Windmills of the Gods	0	1988	1988	187	Drama,Thriller
tt0096448	tvMovie	Winnie	Winnie	0	1988	\N	100	Biography,Drama
tt0096449	tvEpisode	The Winslow Boy	The Winslow Boy	0	1989	\N	\N	Comedy,Drama,Romance
tt0096450	short	Winter	Winter	0	1988	\N	3	Animation,Comedy,Short
tt0096451	tvMovie	Das Winterhaus	Das Winterhaus	0	1988	\N	\N	Drama
tt0096452	tvMovie	Wir sind doch keine lahmen Enten	Wir sind doch keine lahmen Enten	0	1988	\N	69	Family
tt0096453	movie	Witchery	La casa 4 (Witchcraft)	0	1988	\N	95	Horror
tt0096454	movie	Without a Clue	Without a Clue	0	1988	\N	107	Comedy,Crime,Mystery
tt0096455	movie	The Wizard of Loneliness	The Wizard of Loneliness	0	1988	\N	111	Drama
tt0096457	movie	Wo ai tai kong ren	Wo ai tai kong ren	0	1988	\N	93	Drama
tt0096458	movie	Wohin?	Wohin?	0	1988	\N	96	Drama
tt0096459	movie	The Wolves of Willoughby Chase	The Wolves of Willoughby Chase	0	1989	\N	92	Adventure,Drama,Family
tt0096460	tvMovie	The Woman He Loved	The Woman He Loved	0	1988	\N	100	Drama,Romance
tt0096461	movie	As Tears Go By	Wonggok Kaamun	0	1988	\N	102	Crime,Drama,Romance
tt0096462	video	Woodchipper Massacre	Woodchipper Massacre	0	1988	\N	80	Comedy,Horror
tt0096463	movie	Working Girl	Working Girl	0	1988	\N	113	Comedy,Drama,Romance
tt0096464	movie	A World Apart	A World Apart	0	1988	\N	113	Drama
tt0096465	movie	World Gone Wild	World Gone Wild	0	1987	\N	95	Action,Sci-Fi
tt0096466	movie	The Wrong Guys	The Wrong Guys	0	1988	\N	86	Comedy
tt0096467	movie	Centipede Horror	Wu gong zhou	0	1982	\N	93	Horror
tt0096468	movie	Mistaken Identity	Wu long zei ti shen	0	1988	\N	105	Action,Comedy
tt0096469	movie	Midnight Angel	Wu ye tian shi	0	1990	\N	90	Action,Drama
tt0096470	movie	Edge of Darkness	Haam ging bin yuen	0	1988	\N	99	Action,Drama
tt0096471	movie	Blood Ritual	Xie luo ji	0	1989	\N	92	Horror
tt0096472	movie	School on Fire	Hok hau fung wan	0	1988	\N	101	Action,Crime,Drama
tt0096473	movie	Ya no va más	Ya no va más	0	1988	\N	85	Comedy
tt0096474	movie	Ghost Nursing	Yang gui	0	1982	\N	90	Horror
tt0096475	movie	Rock Kids	Yaogun Qingnian	0	1988	\N	85	Drama,Music
tt0096476	movie	Yasemin	Yasemin	0	1988	\N	85	Drama,Romance
tt0096477	movie	Yateem	Yateem	0	1988	\N	173	Action,Drama
tt0096478	movie	Yellow River Fighter	Huang he da xia	0	1988	\N	93	Action,Drama
tt0096479	movie	One Husband Too Many	Yi qi liang fu	0	1988	\N	87	Comedy,Romance
tt0096481	tvEpisode	I'm the One You're Looking For	Yo soy el que tú buscas	0	1988	\N	90	Drama
tt0096482	movie	Yolki-palki	Yolki-palki	0	1988	\N	88	Comedy
tt0096483	movie	You Can't Hurry Love	You Can't Hurry Love	0	1988	\N	92	Comedy,Romance
tt0096484	short	You Don't Have to Die	You Don't Have to Die	0	1988	\N	27	Documentary,Family,Short
tt0096485	movie	Love Me & My Dad	Yau gin yuen ga	0	1988	\N	\N	Drama,Family
tt0096486	movie	Young Einstein	Young Einstein	0	1988	\N	91	Comedy
tt0096487	movie	Young Guns	Young Guns	0	1988	\N	107	Action,Drama,Western
tt0096488	movie	Young Toscanini	Il giovane Toscanini	0	1988	\N	109	Biography,Drama
tt0096489	movie	Cherry Blossoms	Yu Ta Fu chuan ji	0	1988	\N	95	Drama
tt0096490	movie	Moon, Star & Sun	Yue liang, xing xing, tai yang	0	1988	\N	97	Drama
tt0096491	movie	The Soloist	Za kem zamuzhem pevitsa?	0	1989	\N	82	Drama
tt0096492	movie	Forgotten Tune for the Flute	Zabytaya melodiya dlya fleyty	0	1987	\N	134	Comedy,Drama,Romance
tt0096493	movie	Zai jian ying xiong	Zai jian ying xiong	0	1988	\N	81	Action,Crime,Drama
tt0096494	movie	Zamknac za soba drzwi	Zamknac za soba drzwi	0	1988	\N	85	Action,Crime
tt0096495	movie	Zan Boko	Zan Boko	0	1988	\N	95	Drama
tt0096496	movie	Zanzibar	Zanzibar	0	1989	\N	95	Drama
tt0096497	movie	Zapretnaya zona	Zapretnaya zona	0	1988	\N	94	Drama
tt0096498	movie	Canary Yellow	Zard-e Ghanari	0	1989	\N	96	Comedy,Drama
tt0096499	short	Zashchitnik Sedov	Zashchitnik Sedov	0	1988	\N	42	Drama,Short
tt0096500	tvMovie	Zbabelec	Zbabelec	0	1990	\N	52	Crime,Drama
tt0096501	movie	Zelly and Me	Zelly and Me	0	1988	\N	87	Drama
tt0096502	movie	Zhan long	Zhan long	0	1989	\N	85	Action
tt0096503	movie	Zhena kerosinshchika	Zhena kerosinshchika	0	1989	\N	101	Drama,Fantasy
tt0096504	tvMiniSeries	Tskhovreba Don Kikhotisa da Sancho Panchosi	Tskhovreba Don Kikhotisa da Sancho Panchosi	0	1988	\N	330	Drama,Romance
tt0096505	movie	Last Eunuch in China	Zhong Guo zui hou yi ge tai jian	0	1987	\N	90	Drama
tt0096506	movie	Spy Games	Zhong Ri nan bei he	0	1989	\N	92	Action,Comedy
tt0096507	movie	Born to Defense	Zhong hua ying xiong	0	1988	\N	92	Action,War
tt0096508	movie	Zimmer 36	Zimmer 36	0	1988	\N	87	Crime,Drama
tt0096509	movie	Zits	Zits	0	1989	\N	96	Comedy
tt0096510	movie	Zivot sa stricem	Zivot sa stricem	0	1988	\N	116	Drama
tt0096511	movie	Zombie 3	Zombi 3	0	1988	\N	84	Action,Horror,Sci-Fi
tt0096512	movie	The Crazy Companies	Jui gaai suen yau	0	1988	\N	99	Comedy,Romance
tt0096513	movie	Outlaw Brothers	Jui gaai chaak paak dong	0	1990	\N	97	Action,Crime,Thriller
tt0096514	movie	Lovable Zanies II	Zärtliche Chaoten II	0	1988	\N	94	Comedy,Romance,Sci-Fi
tt0096515	movie	flüstern & SCHREIEN	flüstern & SCHREIEN	0	1988	\N	100	Documentary,Music
tt0096516	movie	Straight for the Heart	À corps perdu	0	1988	\N	92	Drama,Romance,War
tt0096517	movie	Door on the Left as You Leave the Elevator	À gauche en sortant de l'ascenseur	0	1988	\N	83	Comedy,Romance
tt0096518	tvEpisode	À la mémoire d'un ange	À la mémoire d'un ange	0	1988	\N	25	Crime,Mystery,Thriller
tt0096519	movie	À notre regrettable époux	À notre regrettable époux	0	1988	\N	90	Comedy
tt0096520	movie	Århus by Night	Århus by night	0	1989	\N	101	Biography,Drama
tt0096521	movie	Éhes ingovány	Éhes ingovány	0	1988	\N	86	Drama
tt0096522	movie	Ballet	Etoile	0	1989	\N	101	Fantasy,Romance,Thriller
tt0096523	movie	The Student	L'étudiante	0	1988	\N	104	Comedy,Romance
tt0096524	movie	El último guateque II	El último guateque II	0	1988	\N	87	Drama
tt0096526	tvSeries	13 East	13 East	0	1989	1990	30	Comedy
tt0096527	tvSeries	About Face	About Face	0	1989	1991	30	Comedy
tt0096528	tvSeries	The New Adam-12	The New Adam-12	0	1990	1991	30	Crime,Drama
tt0096529	tvSeries	Adventures on Kythera	Adventures on Kythera	0	1991	1992	26	Adventure,Family
tt0096530	tvSeries	After Hours	After Hours	0	1989	1990	30	News
tt0096531	tvSeries	Alien Nation	Alien Nation	0	1989	1990	60	Crime,Drama,Sci-Fi
tt0096532	tvSeries	American Gladiators	American Gladiators	0	1989	1996	60	Action,Game-Show,Sport
tt0096533	tvSeries	Ann Jillian	Ann Jillian	0	1989	1990	30	Comedy
tt0096534	tvSeries	Anything But Love	Anything But Love	0	1989	1992	30	Comedy
tt0096535	tvMiniSeries	Around the World in 80 Days	Around the World in 80 Days	0	1989	1989	89	Action,Adventure,Comedy
tt0096536	tvMiniSeries	Around the World in 80 Days	Around the World in 80 Days	0	1989	1989	49	Adventure,Documentary
tt0096537	tvSeries	The Arsenio Hall Show	The Arsenio Hall Show	0	1989	1994	60	Comedy,Music,Talk-Show
tt0096538	tvSeries	B.L. Stryker	B.L. Stryker	0	1989	1990	120	Mystery
tt0096539	tvMiniSeries	Un bambino in fuga	Un bambino in fuga	0	1989	\N	\N	Crime,Drama
tt0096540	tvMiniSeries	Bangkok Hilton	Bangkok Hilton	0	1989	1989	90	Drama,Thriller
tt0096541	tvMiniSeries	Bastard	Bastard	0	1989	\N	\N	Crime,Mystery,Thriller
tt0096542	tvSeries	Baywatch	Baywatch	0	1989	2001	60	Action,Adventure,Crime
tt0096543	tvSeries	Beetlejuice	Beetlejuice	0	1989	1991	22	Adventure,Animation,Comedy
tt0096544	tvSeries	Tuesday Night Live: The Big Gig	Tuesday Night Live: The Big Gig	0	1989	1992	60	Comedy
tt0096545	tvSeries	Birds of a Feather	Birds of a Feather	0	1989	2020	75	Comedy
tt0096546	tvSeries	A Bit of a Do	A Bit of a Do	0	1989	1989	60	Comedy,Drama
tt0096547	tvSeries	Björnes magasin	Björnes magasin	0	1987	2004	30	Family
tt0096548	tvSeries	Blackadder Goes Forth	Blackadder Goes Forth	0	1989	1989	30	Comedy,War
tt0096549	tvMiniSeries	Blackeyes	Blackeyes	0	1989	1989	196	Drama
tt0096550	tvSeries	Booker	Booker	0	1989	1990	60	Crime,Drama,Mystery
tt0096551	tvSeries	Bordertown	Bordertown	0	1989	1991	30	Adventure,Drama,Western
tt0096552	tvSeries	C.B.C.'s Magic Hour	C.B.C.'s Magic Hour	0	1989	\N	\N	Sport
tt0096553	tvSeries	Camp Candy	Camp Candy	0	1989	1992	30	Adventure,Animation,Comedy
tt0096554	tvSeries	Captain N: The Game Master	Captain N: The Game Master	0	1989	1991	25	Action,Adventure,Animation
tt0096555	tvSeries	Casualty	Casualty	0	1986	\N	50	Drama
tt0096556	tvSeries	Chicken Soup	Chicken Soup	0	1989	1989	\N	Comedy
tt0096557	tvSeries	Chip 'n' Dale Rescue Rangers	Chip 'n Dale: Rescue Rangers	0	1989	1990	22	Action,Adventure,Animation
tt0096558	tvSeries	Christine Cromwell	Christine Cromwell	0	1989	1990	120	Drama
tt0096559	tvSeries	Close to Home	Close to Home	0	1989	1990	30	Comedy
tt0096560	tvSeries	Coach	Coach	0	1989	1997	30	Comedy,Sport
tt0096562	tvSeries	Comic Strip Live	Comic Strip Live	0	1988	2002	60	Comedy
tt0096563	tvSeries	Cops	Cops	0	1989	2025	30	Action,Crime,Reality-TV
tt0096564	tvSeries	Crimes of the Century	Crimes of the Century	0	1988	\N	30	\N
tt0096565	tvSeries	The Detectives	The Detectives	0	1993	1997	50	Comedy,Crime
tt0096566	tvSeries	Doctor Doctor	Doctor Doctor	0	1989	1991	30	Comedy
tt0096567	tvSeries	Dogfood Dan and the Carmarthen Cowboy	Dogfood Dan and the Carmarthen Cowboy	0	1988	\N	30	Comedy
tt0096568	tvSeries	Dolphin Cove	Dolphin Cove	0	1989	1989	60	Adventure
tt0096569	tvSeries	Doogie Howser, M.D.	Doogie Howser, M.D.	0	1989	1993	30	Comedy,Drama,Family
tt0096570	tvSeries	Dragnet	Dragnet	0	1989	1991	30	Comedy,Crime,Drama
tt0096571	tvSeries	Dream Street	Dream Street	0	1989	\N	60	Drama
tt0096572	tvSeries	E Street	E Street	0	1989	1993	50	Drama
tt0096573	tvSeries	Elf 99	Elf 99	0	1989	1994	\N	\N
tt0096574	tvSeries	East Meets Wax	East Meets Wax	0	1989	\N	\N	\N
tt0096575	tvMiniSeries	Den elake polisen	Den elake polisen	0	1990	\N	\N	\N
tt0096576	tvSeries	Encyclopedia Brown	Encyclopedia Brown	0	1989	\N	55	Adventure,Comedy,Family
tt0096577	tvSeries	FM	FM	0	1989	1990	30	Comedy
tt0096578	tvMiniSeries	The Officer Factory	Fabrik der Offiziere	0	1989	\N	367	Crime,Drama
tt0096579	tvSeries	Family Matters	Family Matters	0	1989	1998	30	Adventure,Comedy,Drama
tt0096580	tvSeries	The Famous Teddy Z	The Famous Teddy Z	0	1989	1990	30	Comedy
tt0096581	tvSeries	Fast Forward	Fast Forward	0	1989	1992	46	Comedy
tt0096582	tvSeries	Father Dowling Mysteries	Father Dowling Mysteries	0	1989	1991	45	Comedy,Crime,Mystery
tt0096583	tvSeries	A Fine Romance	A Fine Romance	0	1989	1989	60	Drama,Romance
tt0096584	tvMiniSeries	First Born	First Born	0	1988	1988	150	Drama,Sci-Fi
tt0096585	tvMiniSeries	Flair	Flair	0	1990	1990	120	Drama,Romance
tt0096586	movie	Foreign Nights	Foreign Nights	0	1989	\N	90	Drama
tt0096587	tvSeries	Forsthaus Falkenau	Forsthaus Falkenau	0	1989	2013	43	Drama,Family
tt0096588	tvSeries	Fredrikssons fabrikk	Fredrikssons fabrikk	0	1990	1993	30	Comedy
tt0096589	tvSeries	Free Spirit	Free Spirit	0	1989	1990	30	Comedy,Fantasy
tt0096590	tvSeries	French Fields	French Fields	0	1989	1991	30	Comedy
tt0096591	tvSeries	Nadia: The Secret of Blue Water	Fushigi no Umi no Nadia	0	1990	1991	25	Action,Adventure,Animation
tt0096592	tvSeries	G.P.	G.P.	0	1989	1996	58	Drama
tt0096593	tvSeries	Generations	Generations	0	1989	1991	30	Drama
tt0096594	tvSeries	Gideon Oliver	Gideon Oliver	0	1989	1989	120	Adventure
tt0096595	tvMiniSeries	The Ginger Tree	The Ginger Tree	0	1989	1989	240	Drama
tt0096596	tvSeries	Die glückliche Familie	Die glückliche Familie	0	1987	1991	\N	Drama
tt0096597	tvSeries	Goede tijden, slechte tijden	Goede tijden, slechte tijden	0	1990	\N	23	Drama,Romance
tt0096598	tvSeries	Goofy's Field Trips	Goofy's Field Trips	0	1989	1990	\N	\N
tt0096599	tvSeries	A Grande Aventura	A Grande Aventura	0	1989	\N	\N	\N
tt0096600	tvMiniSeries	Les grandes familles	Les grandes familles	0	1989	\N	\N	Drama,History
tt0096601	tvMiniSeries	Great Expectations	Great Expectations	0	1989	1989	303	Drama
tt0096602	tvSeries	The Great TV Game Show	The Great TV Game Show	0	1989	\N	\N	Comedy
tt0096603	tvMiniSeries	Grim Pickings	Grim Pickings	0	1989	1989	240	Drama,Mystery
tt0096604	tvSeries	Grim Tales	Grim Tales	0	1989	1991	11	Adventure,Animation,Comedy
tt0096605	tvSeries	Hard Copy	Hard Copy	0	1989	1999	\N	News
tt0096606	tvSeries	Hard Time on Planet Earth	Hard Time on Planet Earth	0	1989	1989	60	Action,Adventure,Comedy
tt0096607	tvSeries	Hardball	Hardball	0	1989	1990	90	Action,Crime,Drama
tt0096608	tvSeries	Have Faith	Have Faith	0	1989	1989	30	Comedy
tt0096609	tvSeries	Heartland	Heartland	0	1989	1989	30	Comedy
tt0096610	tvSeries	Hey Dude	Hey Dude	0	1989	1991	30	Adventure,Comedy,Family
tt0096611	tvSeries	En himla många program	En himla många program	0	1989	1996	47	Comedy,Music
tt0096612	tvSeries	Homeroom	Homeroom	0	1989	1989	30	Comedy
tt0096613	tvSeries	House of Style	House of Style	0	1989	\N	\N	News
tt0096614	tvMovie	Husbonden	Husbonden	0	1989	\N	149	Drama
tt0096615	tvMiniSeries	L'héritage de la chouette	L'héritage de la chouette	0	1989	1990	340	Documentary,History
tt0096616	tvSeries	I, Lovett	I, Lovett	0	1989	1993	30	Comedy
tt0096617	tvSeries	Island Son	Island Son	0	1989	1990	60	Drama
tt0096618	tvSeries	Jesse Hawkes	Jesse Hawkes	0	1989	1989	60	Adventure
tt0096619	tvSeries	MuppeTelevision	The Jim Henson Hour	0	1987	1992	48	Comedy,Family,Fantasy
tt0096620	tvSeries	John Sessions	John Sessions	0	1989	\N	60	\N
tt0096621	tvSeries	Joint Account	Joint Account	0	1989	1991	30	Comedy
tt0096622	tvSeries	Jolly Joker	Jolly Joker	0	1991	1992	45	Action,Adventure,Comedy
tt0096623	tvSeries	Just Say Julie	Just Say Julie	0	1989	1992	30	Comedy
tt0096624	tvSeries	KYTV	KYTV	0	1989	1993	30	Comedy
tt0096625	tvMiniSeries	Kanclerz	Kanclerz	0	1991	1991	54	Biography,History
tt0096626	tvSeries	The Kids in the Hall	The Kids in the Hall	0	1988	2021	25	Comedy
tt0096627	tvSeries	Knight & Daye	Knight & Daye	0	1989	1989	\N	Comedy
tt0096628	tvMovie	Kojak: Ariana	Kojak: Ariana	0	1989	\N	120	Crime,Drama
tt0096629	tvSeries	High-Speed Task Force Turboranger	Kôsoku sentai Tâborenjâ	0	1989	1990	30	Action,Adventure,Comedy
tt0096630	tvSeries	The Labours of Erica	The Labours of Erica	0	1989	1990	30	Comedy
tt0096631	tvSeries	Das Land der Liebe	Das Land der Liebe	0	1989	\N	\N	\N
tt0096632	tvSeries	Laura and Disorder	Laura and Disorder	0	1989	\N	\N	Comedy
tt0096633	tvSeries	Legend of the Galactic Heroes	Ginga Eiyuu Densetsu	0	1988	1997	25	Action,Animation,Drama
tt0096634	tvMovie	Der Leibwächter	Der Leibwächter	0	1989	\N	210	Crime,Drama,Thriller
tt0096635	tvSeries	Life Goes On	Life Goes On	0	1989	1993	60	Drama
tt0096636	tvSeries	Live with Kelly and Mark	Live with Kelly and Mark	0	1988	\N	61	Talk-Show
tt0096637	tvSeries	Live-In	Live-In	0	1989	1989	30	Comedy,Drama
tt0096638	tvSeries	Living Dolls	Living Dolls	0	1989	1989	\N	Comedy
tt0096639	tvMiniSeries	Lonesome Dove	Lonesome Dove	0	1989	1989	90	Adventure,Drama,Western
tt0096640	tvSeries	Löwengrube	Löwengrube	0	1989	1992	45	Drama,History
tt0096641	tvSeries	The All New Mickey Mouse Club	MMC	0	1989	1996	30	Family,Music
tt0096642	tvSeries	Maid Marian and Her Merry Men	Maid Marian and Her Merry Men	0	1989	1994	25	Adventure,Comedy,Family
tt0096643	tvSeries	Major Dad	Major Dad	0	1989	1993	30	Comedy,Family
tt0096644	tvSeries	Making News	Making News	0	1990	\N	60	\N
tt0096645	tvSeries	Making Out	Making Out	0	1989	1991	60	Comedy,Drama
tt0096646	tvSeries	A Man Called Hawk	A Man Called Hawk	0	1989	1989	60	Action,Drama
tt0096647	tvSeries	The Manageress	The Manageress	0	1989	1990	60	Drama,Sport
tt0096648	tvSeries	Mancuso, FBI	Mancuso, FBI	0	1989	1990	60	Crime,Drama,Mystery
tt0096649	tvMovie	Maskrosbarn	Maskrosbarn	0	1989	\N	161	Drama
tt0096650	tvSeries	Maxie's World	Maxie's World	0	1987	1989	30	Animation
tt0096651	tvSeries	May to December	May to December	0	1989	1994	30	Comedy
tt0096652	tvSeries	Men	Men	0	1989	\N	60	Drama
tt0096653	tvMiniSeries	Das Milliardenspiel	Das Milliardenspiel	0	1989	\N	\N	\N
tt0096654	tvSeries	La misère des riches	La misère des riches	0	1990	\N	\N	\N
tt0096655	tvSeries	Mit Leib und Seele	Mit Leib und Seele	0	1989	1993	\N	Drama,Family
tt0096656	tvMiniSeries	Mother Love	Mother Love	0	1989	1989	220	Drama,Thriller
tt0096657	tvSeries	Mr. Bean	Mr. Bean	0	1990	1995	25	Comedy,Family
tt0096658	tvSeries	Navarro	Navarro	0	1989	2006	90	Crime,Drama
tt0096659	tvSeries	Nearly Departed	Nearly Departed	0	1989	1989	30	Comedy,Fantasy
tt0096661	tvSeries	The New Lassie	The New Lassie	0	1989	1992	30	Adventure,Family
tt0096663	tvSeries	Night After Night	Night After Night with Allan Havey	0	1989	1992	\N	Comedy,Talk-Show
tt0096664	tvSeries	Nightingales	Nightingales	0	1989	1989	60	Drama
tt0096665	tvMiniSeries	The Nightmare Years	The Nightmare Years	0	1989	1989	374	Biography,Drama,History
tt0096666	tvSeries	The Nineteenth Hole	The Nineteenth Hole	0	1989	1989	30	Comedy
tt0096667	tvSeries	No Strings	No Strings	0	1989	\N	30	Comedy
tt0096668	tvSeries	The Nutt House	The Nutt House	0	1989	1989	30	Comedy
tt0096669	tvSeries	One Hour with Jonathan Ross	One Hour with Jonathan Ross	0	1989	1990	\N	Music,Talk-Show
tt0096670	tvSeries	One of the Boys	One of the Boys	0	1989	1989	30	Comedy
tt0096671	tvSeries	Open House	Open House	0	1989	1990	30	Comedy
tt0096673	tvSeries	The Outsiders	The Outsiders	0	1990	1990	60	Drama
tt0096674	tvSeries	The Pat Sajak Show	The Pat Sajak Show	0	1989	1990	60	Talk-Show
tt0096675	tvSeries	A Peaceable Kingdom	Peaceable Kingdom	0	1989	1995	60	Drama
tt0096676	tvSeries	The People Next Door	The People Next Door	0	1989	1989	30	Comedy,Fantasy
tt0096677	tvSeries	Philip Marlowe, Private Eye	Philip Marlowe, Private Eye	0	1983	1986	60	Action,Crime,Drama
tt0096678	tvSeries	Pisca Pisca	Pisca Pisca	0	1989	1989	\N	Comedy
tt0096679	tvSeries	Press Gang	Press Gang	0	1989	1993	1290	Comedy,Drama,Family
tt0096680	tvSeries	Primetime	Primetime Live	0	1989	2012	60	Documentary,News
tt0096681	tvSeries	Prince Caspian and the Voyage of the Dawn Treader	Prince Caspian and the Voyage of the Dawn Treader	0	1989	1989	30	Adventure,Family,Fantasy
tt0096682	tvSeries	Pssst...	Pssst...	0	1990	2007	25	Comedy,Game-Show
tt0096683	tvMiniSeries	Ptice nebeske	Ptice nebeske	0	1989	1989	70	Comedy
tt0096684	tvSeries	Quantum Leap	Quantum Leap	0	1989	1993	60	Action,Adventure,Drama
tt0096685	tvSeries	Ranma ½	Ranma ½: Nettô-hen	0	1989	1992	30	Action,Animation,Comedy
tt0096686	tvSeries	Ranma ½	Ranma ½	0	1989	1990	23	Action,Animation,Comedy
tt0096687	tvSeries	Reporter	Reporter	0	1989	1989	50	\N
tt0096688	tvSeries	Rescue 911	Rescue 911	0	1989	1996	60	Documentary
tt0096689	tvSeries	The New Exploits of Arsène Lupin	Le retour d'Arsène Lupin	0	1989	1996	52	Adventure,Comedy,Mystery
tt0096690	tvSeries	Rivalen der Rennbahn	Rivalen der Rennbahn	0	1989	1989	45	Drama,Sport
tt0096691	tvSeries	The River	The River	0	1988	1988	30	Comedy
tt0096692	tvSeries	The Robert Guillaume Show	The Robert Guillaume Show	0	1989	\N	30	Comedy
tt0096693	tvSeries	The Rockets	The Rockets	0	1987	\N	\N	Family
tt0096694	tvSeries	Saved by the Bell	Saved by the Bell	0	1989	1992	30	Comedy,Family,Romance
tt0096695	tvSeries	Die schnelle Gerdi	Die schnelle Gerdi	0	1989	2004	\N	Comedy
tt0096696	tvMiniSeries	Schwarzenberg	Schwarzenberg	0	1989	\N	\N	\N
tt0096697	tvSeries	The Simpsons	The Simpsons	0	1989	\N	22	Animation,Comedy
tt0096698	tvSeries	Sister Kate	Sister Kate	0	1989	1990	30	Comedy,Family
tt0096699	tvSeries	Smith and Jones in Small Doses	Smith and Jones in Small Doses	0	1989	\N	20	Comedy
tt0096700	tvSeries	Snakes and Ladders	Snakes and Ladders	0	1989	1989	\N	Comedy,Sci-Fi
tt0096701	tvSeries	Snoops	Snoops	0	1989	1990	60	Comedy,Crime,Mystery
tt0096702	tvSeries	Sob Sisters	Sob Sisters	0	1989	\N	30	Comedy
tt0096703	tvSeries	Split Ends	Split Ends	0	1989	\N	\N	Comedy
tt0096704	tvSeries	Stay Lucky	Stay Lucky	0	1989	1993	60	Drama
tt0096705	tvSeries	Sticky Moments with Julian Clary	Sticky Moments with Julian Clary	0	1989	1990	\N	Comedy,Game-Show
tt0096706	tvSeries	Studio 5-B	Studio 5-B	0	1989	1989	60	Drama
